t,value
1532095785,2
1532095788,2
1532095791,2
1532095794,2
1532095797,2
1532095800,2
1532095803,2
1532095806,2
1532095809,2
1532095812,2
1532095815,2
1532095818,2
1532095821,2
1532095824,2
1532095827,2
1532095830,2
1532095833,2
1532095836,2
1532095839,2
1532095842,2
1532095845,2
1532095848,2
1532095851,2
1532095854,2
1532095857,2
1532095860,2
1532095863,2
1532095866,2
1532095869,2
1532095872,2
1532095875,2
1532095878,2
1532095881,2
1532095884,2
1532095887,2
1532095890,2
1532095893,2
1532095896,2
1532095899,2
1532095902,2
1532095905,2
1532095908,2
1532095911,2
1532095914,2
1532095917,2
1532095920,2
1532095923,2
1532095926,2
1532095929,2
1532095932,2
1532095935,2
1532095938,2
1532095941,2
1532095944,2
1532095947,2
1532095950,2
1532095953,2
1532095956,2
1532095959,2
1532095962,2
1532095965,2
1532095968,2
1532095971,2
1532095974,2
1532095977,2
1532095980,2
1532095983,2
1532095986,2
1532095989,2
1532095992,2
1532095995,2
1532095998,2
1532096001,2
1532096004,2
1532096007,2
1532096010,2
1532096013,2
1532096016,2
1532096019,2
1532096022,2
1532096025,2
1532096028,2
1532096031,2
1532096034,2
1532096037,2
1532096040,2
1532096043,2
1532096046,2
1532096049,2
1532096052,2
1532096055,2
1532096058,2
1532096061,2
1532096064,2
1532096067,2
1532096070,2
1532096073,2
1532096076,2
1532096079,2
1532096082,2
1532096085,2
1532096088,2
1532096091,2
1532096094,2
1532096097,2
1532096100,2
1532096103,2
1532096106,2
1532096109,2
1532096112,2
1532096115,2
1532096118,2
1532096121,2
1532096124,2
1532096127,2
1532096130,2
1532096133,2
1532096136,2
1532096139,2
1532096142,2
1532096145,2
1532096148,2
1532096151,2
1532096154,2
1532096157,2
1532096160,2
1532096163,2
1532096166,2
1532096169,2
1532096172,2
1532096175,2
1532096178,2
1532096181,2
1532096184,2
1532096187,2
1532096190,2
1532096193,2
1532096196,2
1532096199,2
1532096202,2
1532096205,2
1532096208,2
1532096211,2
1532096214,2
1532096217,2
1532096220,2
1532096223,2
1532096226,2
1532096229,2
1532096232,2
1532096235,2
1532096238,2
1532096241,2
1532096244,2
1532096247,2
1532096250,2
1532096253,2
1532096256,2
1532096259,2
1532096262,2
1532096265,2
1532096268,2
1532096271,2
1532096274,2
1532096277,2
1532096280,2
1532096283,2
1532096286,2
1532096289,2
1532096292,2
1532096295,2
1532096298,2
1532096301,2
1532096304,2
1532096307,2
1532096310,2
1532096313,2
1532096316,2
1532096319,2
1532096322,2
1532096325,2
1532096328,2
1532096331,2
1532096334,2
1532096337,2
1532096340,2
1532096343,2
1532096346,2
1532096349,2
1532096352,2
1532096355,2
1532096358,2
1532096361,2
1532096364,2
1532096367,2
1532096370,2
1532096373,2
1532096376,2
1532096379,2
1532096382,2
1532096385,2
1532096388,2
1532096391,2
1532096394,2
1532096397,2
1532096400,2
1532096403,2
1532096406,2
1532096409,2
1532096412,2
1532096415,2
1532096418,2
1532096421,2
1532096424,2
1532096427,2
1532096430,2
1532096433,2
1532096436,2
1532096439,2
1532096442,2
